PUMFID,HHLDSIZE,GENDER,TBC_05AR,TBC_05BR,TBC_10AR,TBC_10BR,TBC_15R,TBC_20R,TBC_25QR,TBC_30AR,TBC_30BR,TBC_30CR,TBC_30DR,TBC_30ER,TBC_30FR,TBC_30GR,TBC_35R,TBC_40R,TBC_41AR,TBC_41BR,TBC_41CR,TBC_45AR,TBC_45BR,TBC_45ER,TBC_45FR,TBC_45GR,TBC_50AR,TBC_50BR,TBC_50CR,TBC_50DR,TBC_50ER,TBC_50GR,TBC_55R,OTP_05A,OTP_05BR,OTP_05CR,OTP_05DR,OTP_05ER,VAP_05AR,VAP_05BR,VAP_10R,VAP_15AR,VAP_15BR,VAP_15CR,VAP_20R,VAP_21R,VAP_30R,VAP_35R,VAP_40AR,VAP_40BR,VAP_40CR,VAP_40DR,VAP_40ER,VAP_40FR,VAP_40GR,VAP_40HR,VAP_41AR,VAP_41BR,VAP_41CR,VAP_41DR,VAP_41ER,VAP_41FR,VAP_41GR,VAP_41HR,VAP_41IR,VAP_45R,VAP_60,CAN_05AR,CAN_05BR,CAN_10AR,CAN_10BR,CAN_15AR,CAN_15BR,CAN_17R,CAN_20AR,CAN_20BR,CAN_25AR,CAN_25BR,CAN_30AR,CAN_30BR,CAN_30CR,CAN_30DR,CAN_30ER,CAN_30FR,CAN_30GR,CAN_30HR,CAN_30IR,IU_05R,ALC_05,ALC_10,REFYEAR,REFMONTH,REFDAY,AGEGROUP,PROV_C,DV_SSR,DV_CN30R,DV_VP30R,DV_VC30R,DV_AL30R,FIRSTTRR,VERDATE,WTPP
56864,2,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,1,3,2,6,4,6,2,1,3,1,6,2,2,1,2,2,2,2,2,2,6,4,7,9999,99,99,3,11,3,1,2,1,2,3,07JUL2022,744.2052
56865,1,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,9999,99,99,7,24,3,2,2,2,2,6,07JUL2022,3521.9716
56866,1,1,1,3,4,6,1,4,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,3,8,9999,99,99,7,24,2,2,2,2,1,1,07JUL2022,3534.8989
56867,1,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,9999,99,99,3,35,3,2,2,2,2,6,07JUL2022,4715.1218
56868,2,2,1,3,4,6,1,4,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,9999,99,99,6,35,2,2,2,2,2,1,07JUL2022,6391.3353
56869,4,2,1,3,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,3,7,9999,99,99,4,48,3,2,2,2,1,1,07JUL2022,7522.6647
56870,1,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,3,5,9999,99,99,5,24,3,2,2,2,1,6,07JUL2022,2533.0498
56871,2,1,1,3,1,6,1,6,96,7,7,7,7,7,7,7,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,1,4,4,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,1,4,8,9999,99,99,7,35,1,2,2,2,2,1,07JUL2022,4466.4995
56872,5,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,3,4,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,2020,12,8,2,35,3,2,2,2,2,3,07JUL2022,1130.5618
56873,2,2,1,2,4,6,1,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,3,4,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,1,3,4,96,6,6,6,1,2,4,6,2,1,2,2,2,2,2,2,2,1,4,7,2020,12,8,2,48,2,2,2,2,2,1,07JUL2022,879.8614
56874,4,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,3,2,1,4,0,5,3,4,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,1,3,3,1,4,6,1,1,2,2,4,2,2,1,2,2,2,2,2,2,3,3,7,2020,12,8,2,46,3,1,1,1,1,3,07JUL2022,692.0511
56875,3,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,2020,12,8,1,35,3,2,2,2,2,6,07JUL2022,1534.6021
56876,3,1,1,3,4,6,1,2,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,3,1,6,0,0,6,3,2,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,1,96,4,6,1,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,7,2020,12,8,2,59,2,1,1,1,1,3,07JUL2022,986.0592
56877,2,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,2020,12,8,2,13,3,2,2,2,2,6,07JUL2022,641.2214
56878,3,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,3,4,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,2020,12,8,1,24,3,2,2,2,2,2,07JUL2022,1054.6394
56879,2,1,1,4,1,6,1,6,96,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1,4,2,1,2,1,2,2,96,6,6,6,6,6,6,6,6,6,6,6,3,2,6,9999,99,99,4,24,1,1,2,2,1,3,07JUL2022,4346.1235
56880,4,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,3,4,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,3,7,2020,12,8,2,47,3,2,2,2,1,2,07JUL2022,392.8527
56881,3,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,3,7,9999,99,99,3,12,3,2,2,2,1,6,07JUL2022,2935.6945
56882,3,1,1,3,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,9999,99,99,5,35,3,2,2,2,2,1,07JUL2022,11463.2239
56883,2,1,1,2,1,6,1,6,96,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,3,4,2,4,1,2,1,6,0,0,7,3,5,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,4,96,6,6,6,1,2,4,6,9,9,9,9,9,9,9,9,9,3,2,4,2020,12,8,2,59,1,2,1,2,1,3,07JUL2022,934.9964
56884,4,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,2020,12,8,1,35,3,2,2,2,2,6,07JUL2022,1256.8254
56885,3,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,2020,12,8,2,11,3,2,2,2,2,6,07JUL2022,113.9381
56886,3,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,9999,99,99,4,24,3,2,2,2,2,6,07JUL2022,11355.6167
56887,3,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,2020,12,8,1,46,3,2,2,2,2,6,07JUL2022,333.102
56888,2,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,3,8,9999,99,99,3,35,3,2,2,2,1,6,07JUL2022,9345.6047
56889,4,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,4,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,3,7,2020,12,8,1,59,3,2,2,2,1,2,07JUL2022,936.8831
56890,2,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,2,8,9999,99,99,4,24,3,2,2,2,1,6,07JUL2022,3645.2781
56891,3,1,1,3,4,6,1,4,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,2,5,9999,99,99,6,35,2,2,2,2,1,1,07JUL2022,8206.7371
56892,3,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,7,2020,12,8,2,47,3,2,2,2,2,6,07JUL2022,535.385
56893,4,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,7,2020,12,8,1,35,3,2,2,2,2,6,07JUL2022,1548.8516
56894,1,1,1,3,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,4,4,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,4,4,96,6,6,6,1,3,4,6,9,9,9,9,9,9,9,9,9,1,2,2,9999,99,99,3,35,3,2,2,2,1,1,07JUL2022,5353.3208
56895,1,1,1,3,1,6,1,6,96,0,0,0,0,99,0,0,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,4,4,4,4,4,1,3,4,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,9,4,8,2020,12,8,2,12,1,2,2,2,2,2,07JUL2022,556.7434
56896,1,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,9999,99,99,5,48,3,2,2,2,2,6,07JUL2022,3561.1416
56897,3,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,4,4,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,2020,12,8,2,12,3,2,2,2,2,3,07JUL2022,536.5714
56898,4,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,2020,12,8,1,46,3,2,2,2,2,6,07JUL2022,715.8221
56899,2,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,9999,99,99,7,24,3,2,2,2,2,6,07JUL2022,4143.0666
56900,5,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,2020,12,8,1,24,3,2,2,2,2,6,07JUL2022,961.1029
56901,2,2,1,3,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,3,8,9999,99,99,6,35,3,2,2,2,1,1,07JUL2022,4698.5504
56902,2,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,2,8,9999,99,99,6,48,3,2,2,2,1,6,07JUL2022,3761.5551
56903,1,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,9999,99,99,7,35,3,2,2,2,2,6,07JUL2022,2739.037
56904,4,1,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,8,4,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,1,2,7,9999,99,99,5,11,3,2,2,2,1,1,07JUL2022,937.8232
56905,3,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,3,8,2020,12,8,2,46,3,2,2,2,1,6,07JUL2022,499.8628
56906,2,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,4,4,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1,4,4,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,3,2,7,2020,12,8,2,48,3,2,2,2,1,3,07JUL2022,1100.5624
56907,1,2,1,2,4,6,1,4,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,9999,99,99,7,59,2,2,2,2,2,1,07JUL2022,3593.3939
56908,3,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,9999,99,99,6,24,3,2,2,2,2,6,07JUL2022,8575.0327
56909,3,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,3,8,9999,99,99,3,59,3,2,2,2,1,6,07JUL2022,4478.1102
56910,3,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,3,8,2020,12,8,1,48,3,2,2,2,1,6,07JUL2022,588.5818
56911,4,1,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,3,4,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,1,3,8,9999,99,99,6,35,3,2,2,2,1,1,07JUL2022,7542.1922
56912,2,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,2,6,9999,99,99,7,59,3,2,2,2,1,6,07JUL2022,5170.215
56913,2,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,2,8,9999,99,99,6,48,3,2,2,2,1,6,07JUL2022,3761.5551
56914,5,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,3,7,2020,12,8,1,35,3,2,2,2,1,6,07JUL2022,1892.7035
56915,1,2,1,3,4,6,1,1,4,0,0,0,0,0,0,0,2,2,6,6,6,2,2,2,2,1,2,2,2,2,2,1,1,4,4,4,4,4,1,7,4,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,1,2,1,96,4,6,2,1,4,4,6,2,2,2,2,2,2,2,2,1,1,4,7,9999,99,99,4,35,2,1,2,2,2,3,07JUL2022,3120.8512
56916,1,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,9999,99,99,5,35,3,2,2,2,2,6,07JUL2022,2382.574
56917,1,1,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,9,4,9,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,2020,12,8,1,48,3,2,2,2,2,6,07JUL2022,1650.4178
56918,4,1,1,3,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,1,3,4,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,1,2,7,9999,99,99,5,35,3,2,2,2,1,1,07JUL2022,6057.3969
56919,4,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,3,8,2020,12,8,1,59,3,2,2,2,1,6,07JUL2022,779.3447
56920,3,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,2020,12,8,2,24,3,2,2,2,2,6,07JUL2022,948.5218
56921,2,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,96,6,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,4,8,9999,99,99,6,12,3,2,2,2,2,6,07JUL2022,3161.7266
56922,2,1,1,2,4,6,1,4,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,6,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1,3,2,1,4,6,2,1,10,3,1,2,2,2,2,2,2,1,2,2,1,3,8,9999,99,99,7,59,2,1,2,1,1,1,07JUL2022,2610.4948
56923,5,2,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,3,4,96,96,6,96,96,96,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,1,4,4,96,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,2,3,6,2020,12,8,2,13,3,2,2,2,1,2,07JUL2022,368.7185
